"cancer_type","sample_id","expression"
"ACC","93a0137b-1f4c-44ee-b959-2ad0cd2df8b6",1577275.76151495
"ACC","735d1de3-d781-4f89-a395-09974057bbb7",5517513.96549906
"ACC","cf96ddd4-dc0a-4341-bde6-4da2cb4978d0",6143789.01263628
"ACC","23c937bb-ba20-4440-b680-914229cc3adf",5688179.97634356
"ACC","e9a7485b-82b6-4bd2-afbb-dd0a82d6cde2",26333743.2221949
"ACC","ff34117b-5ee4-4c96-a8a2-2ce6a654cbe5",9331728.91121806
"ACC","2166f56d-54ce-4f1b-8f07-a4e13e4489e9",5551124.85214723
"ACC","485a8107-df9a-4bc6-8a72-07fba93f10f2",4036515.2420101
"ACC","a08b85ea-d1e7-4b77-8dec-36294305b9f7",2350513.53218799
"ACC","aa2d53e5-d389-4332-9dd5-a736052e48f8",2553584.18531661
"BLCA","9bdfb73a-076e-418b-b84e-381341688002",141376.523908232
"BLCA","3f9403bf-0b47-40e4-8709-9db0d218e607",164681.633465669
"BLCA","d29f0d63-c538-4fac-be6e-176227d9a10b",227160.407078195
"BLCA","f3230d6d-ceb1-4a20-bfb5-e0d31e0ab417",245511.716965885
"BLCA","78ca76f2-6668-444a-826f-da9316dad81d",399383.995596622
"BLCA","5d52cc4f-7bca-491e-ae85-0719b30d121e",1536403.98646195
"BLCA","80f493dc-d202-4fb0-803b-3a4fa2c85824",332220.777851948
"BLCA","13034342-456c-4a89-a936-a6f2dcc76f2b",305718.53517432
"BLCA","ebe6a1a2-8084-4b84-be78-43e3cd5eea32",1092131.30496902
"BLCA","1b239b10-362e-4fba-9b28-3d81f0cca53b",63357.1068873039
"BLCA","9efd245f-5ec0-442f-b811-4e3332b10748",174062.232840295
"BLCA","11faac26-d8da-41b3-92a2-04e99c023e4c",602677.159821523
"BLCA","cecb1e03-6390-4532-8573-bb6453a99d55",95972.5491573856
"BLCA","3d4f4de9-29fe-4132-955e-adacdd7e7060",1446638.32577967
"BLCA","7644ce79-63da-41fd-8c82-6125f24c0a6b",23972.6428462682
"BLCA","eedcfe8a-83e5-46aa-b68b-3fb583ad7773",4582943.93891485
"BLCA","2af66787-e6a9-4db0-91b8-d438a0778178",387157.596411716
"BLCA","d24d3ff9-d2bf-49bd-ba20-9466d346497e",34664.8865778965
"BLCA","b743d4f2-da2c-4f41-8d7e-c9ee70c2f37f",85865.8609422759
"BLCA","acceab31-761e-44a5-af94-ad893bdb2987",397779.573481362
"BLCA","3eeb805b-3dc3-47ad-9d83-672d39333b8f",507020.810643057
"BLCA","dc33c2b1-27d4-4997-aafd-633162f52895",1438616.21520336
"BLCA","24ec55e6-bcfe-429c-b411-f40d50e723a5",627036.269308693
"BLCA","8d0c0e3e-b223-4974-b7d0-22e6412137aa",458735.90275094
"BLCA","d1d1649a-7437-4f25-b86e-786a25b0ecbe",1506423.54401621
"BLCA","515171d4-cc02-48c3-b660-e9f7f12fc5c2",690463.642857979
"BLCA","248c0f63-a5ef-4f6f-9536-07febe171bc9",860508.964854957
"BLCA","e1b87c08-100b-4347-b495-7698e9f8cdca",489055.967396269
"BLCA","7f0c7e56-e174-4306-888b-c93fef78e1f5",526039.653819579
"BLCA","cb2f52e7-c2b7-409a-b674-08c9f9376202",556793.029547131
"BLCA","211aa554-5cf0-4b0b-a428-25b0ab791303",1325674.26717727
"BLCA","1d39b873-4e7c-491f-a42c-40053aa7ef06",455632.458513392
"BLCA","76724bd8-b037-4bb7-90bc-bc40f02c1507",195329.609200248
"BLCA","fef62ff9-f25e-49a7-b1e4-84099d13a309",1343030.13268688
"BLCA","01b0afa5-4ea9-4c2b-a375-7e1e4d9b3c09",372132.24185785
"BLCA","a6177818-114b-437b-9928-a6747a788109",31795.6645469557
"BLCA","157390d2-ee7a-4eed-a445-2764163ef70a",2488470.41187975
"BLCA","65d6ea6c-7827-40aa-82ad-c83ec5d0fc0c",476618.768225415
"BLCA","086d8f38-76b9-450d-a070-9da9d9779d0e",887069.763084237
"BLCA","95f20abb-7b0f-42ac-82e2-3a64a4735e0e",122205.436297415
"BLCA","23c3adb8-41a1-4cb1-96c3-d9185324b114",1341226.621696
"BLCA","fcce37c4-a2be-4050-8ee2-dc341093c014",4497.06636686224
"BLCA","a1d5f8b2-0876-4f8c-8a22-d8fd14fdd91a",1820047.07866353
"BLCA","eeee43e2-5203-46d7-b554-f4cbc2e1881c",762381.571396784
"BLCA","ceb1e524-ea75-4111-aa7c-1d8b9ffc021d",1143086.34601646
"BLCA","f1a656b3-db37-4e51-a9e5-09e5608e7d1e",54690.8852428298
"BLCA","71d47c16-f09f-4932-8bab-983bda1c9b1f",1425066.46055112
"BLCA","0e17fc74-47ce-459d-b6b1-27c7becfea1f",370164.775322348
"BLCA","9747fd2f-d078-45ca-9d16-58d52a287323",1296173.98025507
"BLCA","242f1dfd-c95f-4a3b-ae88-6f7f06cc4d29",191980.231645762
"BLCA","e773014c-98de-4394-95f9-845e29f35a2b",143074.634906135
"BLCA","2050948c-479b-44b8-bf3a-2606a8bc822d",2394113.99594795
"BLCA","c8041089-e148-4b33-bbb7-9298b81a8832",1608708.38164166
"BLCA","ed8a6ee1-399e-444c-bea5-1b32aaf46334",382742.507817166
"BLCA","f42edea7-271c-4a65-8113-62fa64424535",1010188.66598742
"BLCA","a3e44fb4-8385-4e39-88eb-f8e0d74e8938",450538.12551968
"BLCA","9b16bcc6-8301-41fd-b763-1672f132e03d",1256215.67180784
"BLCA","e55ab18d-4929-4551-8561-f04399c6e13d",255360.760753727
"BLCA","a3150223-5399-4cc6-90a7-6046f39fac3e",1987281.73418122
"BLCA","cd8175a9-2ac3-440b-b1f4-f6e96de38e40",483657.145533968
"BLCA","1242a492-03f1-42c0-a0d7-a1adfd034e47",364578.575694762
"BLCA","d8d2e74c-db63-446e-ba29-ed6105c49b4a",4947663.04793357
"BLCA","e0a1c2af-8496-489b-b593-dba3752e3a4c",82598.4611601026
"BLCA","8fd217a9-1527-4620-ba0a-5f9ad3586555",1741582.63945005
"BLCA","8cdfae40-f216-4ea2-81fb-3dbccf88285e",4491281.07835904
"BLCA","9f307d82-70a1-4ebe-aa49-660eecd22563",205869.608497582
"BLCA","14003aa2-81b6-4143-98ad-124903bae56b",1099450.74892551
"BLCA","f0e550ca-cb04-4202-9aea-eae1c295eb6e",107004.415088595
"BLCA","6f2172f6-926d-4ede-b078-11505a53fb6f",804705.524130743
"BLCA","5f7397b4-9770-406e-83d9-b70f3ec22471",32474.9089461172
"BLCA","b232056e-59b2-4d05-983d-8740d6994a71",10106.6882151097
"BLCA","b822a426-98c1-4976-9fc2-16347992ad78",679537.176919743
"BLCA","481ef2b5-e610-4f19-80f2-22327ee33378",308259.84611601
"BLCA","cf1dad66-e423-4354-af7c-58fc2394967a",1360409.42041715
"BLCA","eed135af-363b-4669-9270-3ada652f5f7e",632130.602302404
"BLCA","5ae9c833-487f-44b8-acf0-4cb87dd72b7f",301830.446544637
"BLCA","9a4517b1-170f-4bfb-8c4c-7cbdf64c737f",725409.596083805
"BLCA","d2bbc61b-dca0-45aa-bfc7-e1023b433f81",1457435.96950427
"BLCA","16463364-f250-4d42-b5c6-309333e40b83",71121.5730363395
"BLCA","4571a92e-a240-4a6d-bc50-8971bd299287",257293.093958238
"BLCA","c3de4a5a-1832-49c8-8548-02baf5e2f58c",413144.550234808
"BLCA","90f8eb31-a33c-4434-90fc-b6721774d68c",1402007.28431063
"BLCA","5dc3a5b2-d584-495f-bcc5-7a9ff36b7b92",523884.80951879
"BLCA","b5567e00-32aa-48d8-8087-1088c22b0994",344248.088161238
"BLCA","ec4209c8-c1ad-47ff-a6d8-771d18270ea1",205225.497429411
"BLCA","61da3713-3dda-4bb8-8814-1e4aca3edfa2",24874.3983417068
"BLCA","ed242fae-14d1-4804-9c96-281197d485a4",383655.974422935
"BLCA","6b3e9359-93bf-45f3-8039-cf28412822a4",2613521.64798744
"BLCA","71ffdbde-13aa-4466-8880-82cf6f3c6ca6",479862.745786928
"BLCA","357e9db4-908a-4c67-bb04-4ce59579d3aa",1332068.53341765
"BLCA","d66bedca-2d42-4c45-9ade-ce2ab9c9c3b5",70571.1508508121
"BLCA","d316c207-8020-47a7-8c2d-753cf42223b5",496281.722470107
"BLCA","b40239c0-ba18-42ae-a1dd-3dfaec5c00b9",1060569.86262868
"BLCA","8538d0a7-be16-41a9-901d-a2f4514e28ba",722762.885149141
"BLCA","74d6fe0b-5a0b-49d2-901a-caece30d5abb",1387848.55192121
"BLCA","ca896de2-aa8a-4ef4-8d8a-5d35f13011bd",510534.143742168
"BLCA","63351c27-1df5-45fd-a08f-6ad2b2af8bbf",126140.36936842
"BLCA","ffa0a012-76c8-4ad5-985d-27cebd96fbc3",3048167.79678881
"BLCA","b5bc7140-9621-4c84-81ed-d556d765a0c6",16629.776669126
"BLCA","bb8a3f9e-830a-45e2-a1ec-50020c63a7c9",38119.6641253557
"BLCA","080423ed-8369-44eb-85e1-33cab65c7acd",669313.37760133
"BLCA","b387e79e-742f-418b-8aab-0c721218a7d2",302345.735399173
"BLCA","3ea1e767-bcad-4d3b-bf88-232aa2a00ad3",2198725.83119605
"BLCA","1191e904-0bb3-4f16-8d17-154a3ee2f4d9",1987176.33418824
"BLCA","8399c064-fa69-4044-b7e5-7effc8daeae0",701073.908817295
"BLCA","0cce788f-74e5-4562-82ea-eb39912298e4",147723.945707292
"BLCA","441495a8-8efe-4259-8275-4061546e08e8",2081919.21676094
"BLCA","dbde74d6-0b4b-4bd2-9944-48afea1410f1",308400.379439975
"BLCA","dd99aa8f-4f88-4ff4-8b60-b00cccea28fa",980582.979072246
"BLCA","0ff482c4-3e0b-4c3d-b35d-68bad6ee4dfc",625221.047207485
"BLCA","6c8fcd10-3ad0-4b68-bc4b-ff47a3ad62ff",536661.630889224
"BLCA","c2b09a25-d021-4c93-aa1b-240d41b96b01",402745.084261439
"BLCA","0842e242-d75e-427c-a2c1-6b3310a83a04",12366.9325088712
"BLCA","4bca5e18-8f14-4fce-8199-23f44d5a3509",429727.482462612
"BLCA","ef73b80f-03ee-40c8-a1a4-cfb4d5062611",605967.981824357
"BLCA","57373041-9d22-4db1-aa56-97733339391b",790722.458396281
"BLCA","cadbe54f-6573-4cd1-b0ff-60fe355aba27",1160734.98928433
"BLCA","197e34ca-ef43-495c-8aa4-858982333429",271615.781892281
"BLCA","eba74321-af71-4fff-bbe3-eb4c04c50c3e",1224056.96284065
"BLCA","faa38111-f046-4acd-b787-764a17eaf548",1411013.12815468
"BLCA","447e601e-c0bf-4b00-baf5-9ed4feb56057",230509.784632681
"BLCA","ca728ff8-d96f-4230-8518-f94b4c4fd460",1111208.7036972
"BLCA","2f3fd524-6f59-46c0-99fa-6caa0c423061",660167.000433311
"BLCA","5b787ac9-60bd-4c0a-83e8-a8fe10381069",4764676.94902153
"BLCA","10974801-c0a4-4d01-8e2f-f82490b6aa72",245394.605862582
"BLCA","57c51f55-9f3a-44f0-99db-ee3557c04373",2766937.1933153
"BLCA","6b75e046-9f34-49d2-976e-b58cc2e09577",1369216.17538559
"BLCA","396d23d5-7d2e-484c-a0e9-1b97d1d27e77",51610.8632259424
"BLCA","79bdca7c-dab8-455e-812a-a08265753d7a",593308.271557226
"BLCA","1703f530-a87f-4304-8faf-37a4ce47be8b",192975.676023844
"BLCA","1b2e1531-7c1f-4baf-bc45-42425b7b8891",175409.010528288
"BLCA","c65b6272-dd2b-4075-963b-746f8904b395",527901.720362107
"BLCA","6b472ceb-9189-4605-b1b6-27f477720a9d",135263.324315778
"BLCA","1ff8e3dd-9e9d-4e23-882e-ea767e9f93a2",902083.406527772
"BLCA","dd23b50f-4f48-47d3-96be-237b33e2f7b0",1654451.97859209
"BLCA","32fc134e-6424-4517-9b0c-b2e487542ec3",2447551.79238543
"BLCA","83cafa8c-e9dd-47e7-aab3-ea054d15cfd6",1026795.02043589
"BLCA","2c26486a-a737-4b2f-9d98-28a700081cda",240347.117310192
"BLCA","2f9b6806-bff2-45d9-95ed-44e5352f17e2",2941971.44831302
"BLCA","1cb463c0-c33a-4fc6-9f8d-d8a48cf2c600",2591317.38280106
"BLCA","333f9855-9462-46b8-87c8-e9b01572c101",402581.128716813
"BLCA","b0245553-f100-4235-bfc2-ab908c42e401",1595732.47139561
"BLCA","5f057a65-5c32-4a97-ac8f-051e9fa50302",925974.071601729
"BLCA","de0477f7-ed87-484c-b59b-9f3773f71b05",1498038.38901966
"BLCA","d4b6fa57-a62d-4451-aac8-328a43dcaf05",494665.589244516
"BLCA","adc8f806-7e6e-4547-bedc-9b32f10ea709",711672.463666279
"BLCA","2c03f87d-6aa1-41c2-8a78-454b8455320c",216257.36336062
"BLCA","f6788a89-a4c8-4863-859e-a94e3d64c10e",766960.615535958
"BLCA","8e692295-a61a-49e0-88b1-3498ba20b10e",743315.88377894
"BLCA","4f272bad-b5cf-4455-8333-40a4baf2a20f",215097.963437914
"BLCA","9b1d6277-4356-42ab-ad8d-24b260d17c10",1015938.82115963
"BLCA","b5359aa3-db8c-46e9-9240-8becfc76ff11",1156975.72286829
"BLCA","f7fc684a-10b6-4546-8ff5-76bc2a64c514",387930.52969352
"BLCA","bca0ed8d-bc82-4505-8ef9-f6ab5a7e2a1b",191593.76500486
"BLCA","319edcee-dc90-4fe0-a03e-ee14026ca91b",2578692.80586492
"BLCA","0a3ab174-07d0-4396-a6c5-9eceebe8651c",761889.704762909
"BLCA","285269a3-bad7-4958-be76-66521529881d",150757.123282858
"BLCA","811a90b4-1e82-41ed-b532-7ba366151721",297778.402370328
"BLCA","b03e342c-7da6-4d7d-95f6-c6506b374627",191909.96498378
"BLCA","85363c3b-1793-4b41-8015-c5450c1d5428",578962.161402522
"BLCA","86acc3dd-a9e8-4fda-acf9-33175ce06629",3610008.31488834
"BLCA","a72cafbf-c3e4-4518-ae38-16a3b3914d2b",4037452.13083652
"BLCA","0c442324-7e9c-45e8-afbc-968e27c5412e",74342.1283771914
"BLCA","92a7e918-fd15-40ff-8dfa-4a7c9a916230",231036.784597548
"BLCA","65f43000-6ad8-4c9a-af16-737f60f13f31",173195.610675848
"BLCA","4b6ddd8e-ab89-4c9d-8d48-ad81b8fb4a31",180643.876845964
"BLCA","1b23cf8b-c6f4-49f3-8f5f-4466ef83d032",943634.425979926
"BLCA","2d07a1bf-0304-4276-98cb-91eb72552b34",51072.1521507454
"BLCA","b93811d6-f95f-4fc3-96dc-d4eda78b1d35",840178.477321434
"BLCA","94491627-b82b-4986-9137-ff5b2d2e1336",883837.496633056
"BLCA","8dbe419e-a360-4493-ac3b-c145887d9237",423063.860684631
"BLCA","420503aa-3799-4816-beec-0b4d05988d38",147770.790148614
"BLCA","9abad2ad-cb06-4432-bfdf-2eeab5a82338",865638.431179659
"BLCA","10e7ffa0-f8be-43ab-b81c-d4c9e8d5423b",198479.897879118
"BLCA","fcee7969-abfa-4898-acfb-194e82661a3c",444073.592617316
"BLCA","48110f78-ffe7-40a9-be96-cd01d271e13d",501106.699926219
"BLCA","839a5a2d-0447-4d06-b910-8500bf600e3e",1165688.78895408
"BLCA","b4013849-b1b4-45ad-8ce9-72d3c2683f3f",1583634.89442434
"BLCA","a67b8b9e-1e8a-4848-9d09-0e266a44cf40",558221.785007437
"BLCA","b77649b0-638c-4445-8faf-3e1556dbac42",996240.73358395
"BLCA","bf57d382-9256-40d4-8dde-6c0dd2a91544",2144702.47924206
"BLCA","3ae0aa50-05b1-4b5f-a737-be816d475a45",94227.5937181603
"BLCA","9ad20178-0c10-4e11-a855-5b5c05abf747",4775451.17052548
"BLCA","6c0b851d-80a8-4e10-8328-9ba08d938849",1739111.59517034
"BLCA","9607335a-27fa-4118-8403-57d9d13bcd4d",1302123.2243029
"BLCA","50b17207-5e41-4cd3-bdbf-1f8efbd8ee4e",1394395.06259588
"BLCA","eaec5fcc-3871-4a2e-a7e4-6c2d9a205a50",2021173.68747731
"BLCA","c315c9e4-6a99-4169-afc7-8cf13b656f51",103760.437527082
"BLCA","54539b90-4eec-4579-89f4-5efc4fb4cc51",1267399.78217335
"BLCA","a3e4d473-949d-4ada-87af-60ed83b9e056",47839.8856995632
"BLCA","eedfa1f7-26d8-426a-93f5-43ccf0b3cf59",149059.012284955
"BLCA","5dcbc0b2-62d4-409c-b7fd-833b2814395c",4600452.04885875
"BLCA","e64a5d3b-33de-45b9-bda2-4db79eff905c",252784.316481045
"BLCA","e3f52c71-f558-47c7-b956-bc79f98efd5d",292590.380493975
"BLCA","f8c42878-78d3-49f7-9900-7ac7e0f4d05d",1305238.37965077
"BLCA","64b46e48-cc72-47ff-bc68-8b29736c7d5f",311597.512560165
"BLCA","953a9f0a-ec20-4ec3-88b6-348d528fa561",31280.3756924194
"BLCA","3e9eee6e-f01d-453c-9f57-99edffa84c63",179238.543606319
"BLCA","e1f863f8-90f0-402c-8433-95f522ddce63",1062525.61805385
"BLCA","7baa722a-1307-4b47-bb75-60679c104666",1292168.78052208
"BLCA","919ffb8d-d3b1-470c-8e2f-045104aced68",208539.741652906
"BLCA","56943bd9-eeda-457a-9f18-acc397978668",646628.956891403
"BLCA","2a08011a-e15e-4754-b560-4637ef3a446b",1811392.56812938
"BLCA","12be2e3a-1b57-4eee-b130-e70b6be5a96b",465141.880101652
"BLCA","7465251e-7bc8-4179-8950-4e41836cf36b",159844.944899226
"BLCA","15edf2de-2aeb-4704-a97c-8d0ca47a926d",181358.254576116
"BLCA","991bfa60-a438-4fc6-8500-3468784aea6f",281417.981238801
"BLCA","090b1958-a944-4b50-8fa4-8f6313e2126f",1025881.55383012
"BLCA","a8574381-5644-4f7a-bdd7-c579a6398b70",325533.733853306
"BLCA","6e9b9564-200a-40f7-adb9-17a64fdb2470",244820.761456394
"BLCA","70b667b1-29b5-4287-9110-46e3e9855271",88325.1941116536
"BLCA","7a8f589a-ba6b-4249-8203-f1645db0e772",47137.2190797409
"BLCA","7b83b2c9-afe1-4958-b90e-c37f1b354174",866048.320041223
"BLCA","23eeffe8-66b1-4cad-84bd-08071b2e6978",375305.952757381
"BLCA","0c559892-1a50-4b5a-97f7-e42296ee327b",78206.7947862136
"BLCA","b76ba504-e72d-4243-8401-d9f12757b57d",489407.30070618
"BLCA","7248e306-3877-46f8-91f6-706ad5d8207e",484605.745470727
"BLCA","815f1327-2fdc-4fb2-94eb-ccd41adfe47f",209207.274941737
"BLCA","3d6b2adc-f22f-471e-960e-4f13f3a3d081",2398318.28455656
"BLCA","a66fcda9-6775-4052-94c4-12e173df4084",460305.191535209
"BLCA","82341457-7386-4c56-9daf-a8f020055685",1168347.21099907
"BLCA","f29f82bf-062c-4273-82e9-05d68e51df86",876026.186042699
"BLCA","3b41a4ab-99f1-49dd-bdc1-f5d7b73ab388",887385.963063158
"BLCA","e413ffe3-63d8-407c-ac26-0aff9d1d4288",5769689.30424294
"BLCA","b6b48fc3-8c96-45fe-a0fb-8c94bb9fa78a",836044.455374813
"BLCA","73282bfc-0581-4f94-af4b-1b14401aac8b",1770567.63751771
"BLCA","c1b88dfe-eabb-4fd9-b400-aea8dc5b7f8d",44701.3081310239
"BLCA","b5bb6b5e-75c7-4e0b-ba74-b86e4df8bf8e",159118.856058743
"BLCA","529769db-59a0-4e69-8860-13c7caa1db92",400203.773319748
"BLCA","78a063fb-1c15-40f5-af8d-b0d86142f794",644228.179273677
"BLCA","a3dbf047-c112-47d2-b192-87b2fd3c8694",101769.548770919
"BLCA","136b7576-1108-4fa3-8254-6069f0ca879a",163346.566888007
"BLCA","c14a2bc9-0d51-4699-9280-fb66eb72f19b",109018.726065418
"BLCA","93cef7c9-5f0b-4422-a59a-54dfada6ea9e",923573.293984003
"BLCA","4aaa6060-a678-48b4-a2ed-388d0ffb229f",32568.5978287601
"BLCA","4c12fd64-4333-4686-9e10-afb2589d3a9f",308833.690522199
"BLCA","31821d8d-76b3-4a0a-9630-7996a5b74d9f",1922390.47184063
"BLCA","f4424d1c-5c92-4820-9f6c-ba81958bb39f",65886.706718664
"BLCA","0385684f-fba1-4c13-8abe-4725849469a3",1551499.6076778
"BLCA","b42c48a2-5f6c-4b28-ba09-b497470980a4",474288.257269672
"BLCA","6516f0bc-00e2-40e6-9b9d-420f0da30fa5",961447.024792421
"BLCA","eb235e9a-e453-4108-ad4f-31260f4340a6",1628558.71365164
"BLCA","c7a7975b-a60e-4562-8b3a-bee3a6f9b6a8",558877.607185937
"BLCA","187000ef-d29e-4977-be3a-4d28cb9f6da9",390893.440607104
"BLCA","af4b90a4-0b1c-4f3e-8014-9e5ca7dabdac",108608.837203855
"BLCA","19c664dd-3cbe-48a0-9fe4-47b542cce4ae",1707737.53059528
"BLCA","abcc1024-67f3-4164-b69e-de85e2bda4ae",3938504.95965522
"BLCA","3d6ce155-4e02-4739-a8c9-30981ea9b0b1",1516272.58780405
"BLCA","910a82c8-4fe3-42e3-af3e-fb94908018b2",939184.204054386
"BLCA","1df1c041-687f-4368-9225-7e2d03f5c2b3",5632271.13562637
"BLCA","962e56df-4a1d-473e-acbd-623243cfc5b3",321856.44520957
"BLCA","9972e418-efec-4aa6-aa83-98d79d74dfb4",884610.42991486
"BLCA","e6982ff2-c754-4998-8c38-83caa07151b4",1037522.39749851
"BLCA","6619b1f9-1175-4e22-8422-3aa2fb8bb0b5",345489.465856258
"BLCA","039801d9-2943-4731-88d9-7b3d5e2cceb8",3021267.37635995
"BLCA","7a4553b4-8695-49a2-8291-c86a00ea84b8",1439412.57070583
"BLCA","1ca3c03e-20a1-401e-be97-12d0e506afb8",504221.855274098
"BLCA","535b17b1-d5e8-4ff6-ac93-049871eb14bb",149714.834463455
"BLCA","8a6f9c75-7aea-49ce-92e3-5058689276bc",59515.8626989425
"BLCA","8eaaf41e-2f4d-4d8b-8af4-3497d7e047bc",1127124.10263617
"BLCA","5663c145-b465-4509-ba9a-1a40584952bd",951925.892093829
"BLCA","e4db5591-7c73-4792-b86f-3b2fb59c66bd",447774.303481713
"BLCA","0999a56b-c2fa-4970-8542-d1abdd5166be",483083.30112778
"BLCA","f8da4628-f7c4-4627-9374-45d10e349cbf",25717.5982854934
"BLCA","bbcf0fb7-dd2a-4037-ba10-603b84b242c0",2391830.32943353
"BLCA","f50b6ad4-1dcc-45d6-84d6-f640f7fda8c0",266310.648912623
